CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	fDOM (QSU) (WS) SA	fCHL (ug/L) (WS) SA	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	estDOC (mg-C/L) SA	estDIN (uM) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%) (EXO) SA	Turb (FNU) (EXO) SA	fDOM (QSU) (EXO) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA
A526	38.25072	-121.511157	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.59	2.49	3.39	1.61	17.14	4.99	20.44	122.19	0.0664	20.29	132.35	7.89	8.77	97.0	8.7	20.13	1.23	1.37	1.06	0.00	3.66
A524	38.253395	-121.512634	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.69	2.61	3.44	1.30	17.22	4.72	20.42	123.16	0.0669	20.27	133.43	7.88	8.75	96.8	9.1	20.16	1.33	1.43	1.05	0.00	3.81
A522	38.25569	-121.514816	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.72	2.69	3.47	1.28	17.25	4.76	20.45	123.62	0.0671	20.29	133.88	7.88	8.74	96.7	9.3	20.18	1.40	1.46	1.04	0.00	3.90
A520	38.257716	-121.517442	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.76	2.72	3.50	1.22	17.29	4.75	20.45	124.09	0.0673	20.29	134.40	7.88	8.74	96.7	9.6	20.19	1.41	1.47	1.05	0.00	3.92
A518	38.259747	-121.520091	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.85	2.71	3.56	1.37	17.38	4.95	20.44	124.83	0.0677	20.29	135.20	7.88	8.73	96.6	10.0	20.23	1.28	1.48	1.03	0.00	3.78
A516	38.261742	-121.522703	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.95	2.65	3.65	1.80	17.47	5.46	20.46	125.43	0.0680	20.30	135.71	7.88	8.73	96.6	10.1	20.30	1.27	1.47	1.00	0.00	3.74
A514	38.263728	-121.525436	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	22.07	2.61	3.81	2.77	17.58	6.59	20.51	126.11	0.0683	20.33	136.24	7.88	8.72	96.5	10.0	20.42	1.27	1.47	0.99	0.00	3.71
A512	38.265792	-121.527989	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	22.36	2.59	4.26	4.98	17.85	9.24	20.56	127.57	0.0689	20.37	137.57	7.87	8.70	96.5	10.0	20.73	1.25	1.46	1.01	0.00	3.70
A510	38.267818	-121.530631	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	22.66	2.61	4.69	6.66	18.13	11.36	20.58	128.86	0.0696	20.38	138.78	7.86	8.69	96.3	10.2	21.01	1.25	1.46	1.02	0.00	3.72
A508	38.269736	-121.533375	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	23.02	2.62	5.26	8.55	18.47	13.82	20.60	130.22	0.0702	20.39	140.11	7.86	8.67	96.2	10.4	21.36	1.24	1.47	1.03	0.00	3.74
A506	38.271746	-121.536038	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	23.63	2.62	6.21	11.82	19.04	18.03	20.61	132.19	0.0712	20.40	142.12	7.85	8.65	95.9	10.6	21.92	1.21	1.48	1.07	0.00	3.76
A504	38.273748	-121.538684	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	24.04	2.61	6.90	14.48	19.42	21.38	20.61	133.41	0.0718	20.40	143.48	7.84	8.64	95.8	10.7	22.29	1.20	1.47	1.09	0.00	3.77
A502	38.275722	-121.541364	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	24.48	2.60	7.69	17.59	19.83	25.30	20.60	134.70	0.0725	20.39	144.90	7.83	8.62	95.6	10.7	22.69	1.20	1.47	1.08	0.00	3.75
A500	38.277889	-121.543835	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	25.20	2.61	9.08	22.12	20.50	31.24	20.59	136.88	0.0736	20.39	147.29	7.81	8.60	95.3	10.5	23.42	1.17	1.47	1.05	0.00	3.71
A498	38.279998	-121.546354	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	25.63	2.63	9.93	24.14	20.90	34.08	20.59	138.20	0.0743	20.38	148.85	7.80	8.58	95.1	10.4	23.86	1.16	1.48	1.06	0.00	3.70
A496	38.281949	-121.549053	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.02	2.62	10.68	25.59	21.26	36.26	20.59	139.37	0.0749	20.38	150.25	7.79	8.57	95.0	10.2	24.25	1.16	1.47	1.07	0.00	3.71
A494	38.28366	-121.552048	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.51	2.62	11.65	27.19	21.72	38.84	20.59	140.76	0.0756	20.37	151.71	7.78	8.55	94.8	10.1	24.73	1.22	1.47	1.08	0.00	3.76
A492	38.28565	-121.554724	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.74	2.62	12.17	27.98	21.94	40.17	20.58	141.37	0.0759	20.36	152.43	7.78	8.54	94.7	10.1	24.92	1.23	1.47	1.08	0.00	3.79
A490	38.287821	-121.557111	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.90	2.63	12.59	28.62	22.09	41.22	20.57	141.84	0.0761	20.36	153.03	7.77	8.54	94.6	10.1	25.05	1.21	1.48	1.10	0.00	3.78
A488	38.289978	-121.559573	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	27.01	2.63	12.89	29.06	22.19	41.96	20.57	142.23	0.0763	20.36	153.52	7.77	8.53	94.5	10.0	25.15	1.17	1.49	1.10	0.00	3.75
A486	38.292152	-121.561995	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	27.11	2.65	13.16	29.43	22.29	42.59	20.58	142.66	0.0766	20.37	153.94	7.76	8.53	94.5	10.0	25.29	1.17	1.48	1.08	0.00	3.73
A484	38.294388	-121.56432	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	27.16	2.65	13.28	29.52	22.33	42.79	20.58	142.80	0.0766	20.36	154.12	7.76	8.53	94.5	9.9	25.31	1.18	1.47	1.07	0.00	3.72
A482	38.296716	-121.56653	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	27.18	2.63	13.37	29.45	22.35	42.83	20.57	142.86	0.0767	20.35	154.26	7.75	8.53	94.5	9.6	25.34	1.18	1.44	1.07	0.00	3.71
A480	38.299132	-121.568566	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	27.13	2.61	13.38	29.15	22.30	42.53	20.55	142.71	0.0766	20.33	154.23	7.75	8.53	94.5	9.2	25.37	1.15	1.44	1.08	0.00	3.71
A478	38.301548	-121.570616	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	27.05	2.62	13.29	28.98	22.23	42.27	20.54	142.52	0.0765	20.32	154.07	7.75	8.53	94.5	9.1	25.31	1.18	1.44	1.06	0.00	3.71
A476	38.303963	-121.572425	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.98	2.62	13.16	28.87	22.16	42.02	20.54	142.36	0.0764	20.32	153.95	7.76	8.54	94.5	8.9	25.26	1.21	1.44	1.02	0.00	3.69
A474	38.306199	-121.573766	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.94	2.58	13.05	28.76	22.12	41.81	20.54	142.21	0.0764	20.31	153.79	7.76	8.54	94.6	8.8	25.22	1.21	1.42	1.01	0.00	3.65
A472	38.308675	-121.57543	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.91	2.56	12.98	28.68	22.10	41.66	20.54	142.11	0.0763	20.31	153.63	7.76	8.54	94.6	8.6	25.22	1.18	1.42	1.02	0.00	3.63
A470	38.311304	-121.576977	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.83	2.53	12.78	28.40	22.02	41.18	20.53	141.81	0.0762	20.30	153.27	7.76	8.55	94.6	8.5	25.19	1.15	1.43	1.06	0.00	3.64
A468	38.314102	-121.577869	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.78	2.55	12.66	28.27	21.98	40.92	20.53	141.66	0.0761	20.29	153.17	7.76	8.55	94.6	8.5	25.15	1.18	1.43	1.08	0.00	3.71
A466	38.316993	-121.577914	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.78	2.55	12.57	28.23	21.97	40.80	20.53	141.56	0.0761	20.28	153.08	7.76	8.55	94.6	8.6	25.16	1.22	1.43	1.09	0.00	3.74
A464	38.319872	-121.577621	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.79	2.54	12.43	28.36	21.99	40.78	20.51	141.39	0.0760	20.26	152.90	7.75	8.55	94.6	8.4	25.21	1.23	1.42	1.09	0.02	3.75
A462	38.322728	-121.577007	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.79	2.53	12.36	28.48	21.99	40.84	20.50	141.31	0.0760	20.25	152.88	7.75	8.56	94.6	8.4	25.22	1.21	1.41	1.09	0.02	3.74
A460	38.325535	-121.576147	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.78	2.54	12.24	28.83	21.98	41.07	20.48	141.16	0.0759	20.23	152.87	7.75	8.57	94.7	8.3	25.26	1.19	1.41	1.11	0.01	3.71
A458	38.328313	-121.574468	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.81	2.54	12.18	29.04	22.01	41.21	20.41	140.85	0.0758	20.19	152.77	7.75	8.57	94.7	8.0	25.31	1.17	1.40	1.09	0.04	3.69
A456	38.330744	-121.572484	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.86	2.55	12.13	29.11	22.05	41.24	20.32	140.42	0.0758	20.13	152.59	7.75	8.58	94.6	7.8	25.33	1.15	1.40	1.05	0.08	3.68
A454	38.333043	-121.570235	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.87	2.54	12.09	28.97	22.06	41.06	20.25	139.87	0.0756	20.08	152.18	7.75	8.59	94.6	7.5	25.41	0.98	1.35	0.83	0.41	3.58
A452	38.335197	-121.567764	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.86	2.50	12.08	28.85	22.05	40.93	20.28	139.78	0.0755	20.10	151.92	7.75	8.58	94.6	7.3	25.46	0.77	1.27	0.50	0.88	3.42
A450	38.337414	-121.565447	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.88	2.48	12.09	28.61	22.07	40.70	20.37	139.72	0.0753	20.16	151.62	7.75	8.58	94.7	7.5	25.49	0.90	1.28	0.49	0.83	3.51
A448	38.339577	-121.562974	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.86	2.51	12.11	28.46	22.05	40.57	20.40	139.57	0.0752	20.17	151.46	7.75	8.58	94.7	7.7	25.47	1.12	1.35	0.76	0.42	3.67
A446	38.341916	-121.560735	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.81	2.51	12.10	28.31	22.00	40.42	20.41	139.28	0.0751	20.18	151.16	7.75	8.58	94.8	7.6	25.43	1.27	1.40	1.01	0.09	3.77
A444	38.34375	-121.557999	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.74	2.50	12.03	28.20	21.93	40.24	20.40	138.86	0.0749	20.16	150.76	7.75	8.59	94.8	7.5	25.39	1.31	1.42	1.09	0.00	3.81
A442	38.344576	-121.554507	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.71	2.57	11.95	28.09	21.91	40.03	20.37	138.26	0.0746	20.13	150.28	7.75	8.59	94.8	8.0	25.31	1.31	1.46	1.12	0.01	3.89
A440	38.345398	-121.550981	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.69	2.62	11.85	27.82	21.89	39.63	20.34	137.55	0.0743	20.10	149.59	7.75	8.60	94.8	8.3	25.21	1.26	1.46	1.13	0.00	3.86
A438	38.346144	-121.547447	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.61	2.59	11.75	27.49	21.82	39.18	20.32	136.96	0.0740	20.09	148.98	7.75	8.61	94.9	8.1	25.17	1.21	1.45	1.12	0.00	3.80
A436	38.346528	-121.543767	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.55	2.58	11.69	27.29	21.76	38.91	20.32	136.66	0.0739	20.09	148.68	7.75	8.61	94.9	8.0	25.16	1.20	1.46	1.13	0.00	3.79
A434	38.347135	-121.540169	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.43	2.58	11.50	26.78	21.65	38.20	20.31	136.06	0.0736	20.08	148.04	7.75	8.62	95.0	8.3	25.08	1.21	1.47	1.12	0.00	3.82
A432	38.34852	-121.536913	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.39	2.55	11.34	26.39	21.61	37.67	20.29	135.60	0.0733	20.07	147.59	7.76	8.63	95.1	8.4	24.99	1.26	1.49	1.12	0.00	3.88
A430	38.350525	-121.534281	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.38	2.55	11.23	26.14	21.60	37.31	20.25	135.16	0.0732	20.04	147.22	7.76	8.64	95.1	8.4	24.95	1.27	1.50	1.12	0.00	3.90
A428	38.352773	-121.531926	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.36	2.56	11.12	25.94	21.58	37.01	20.22	134.71	0.0730	20.02	146.86	7.76	8.64	95.1	8.5	24.91	1.27	1.50	1.13	0.00	3.91
A426	38.355052	-121.529671	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.26	2.62	10.85	25.69	21.49	36.54	20.19	133.99	0.0727	20.00	146.16	7.76	8.65	95.2	8.7	24.85	1.28	1.51	1.15	0.00	3.95
A424	38.357235	-121.527261	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.20	2.64	10.70	25.64	21.43	36.36	20.21	133.70	0.0725	20.01	145.82	7.76	8.66	95.3	8.7	24.79	1.28	1.51	1.17	0.00	3.96
A422	38.359155	-121.524477	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.14	2.63	10.53	25.61	21.38	36.14	20.23	133.41	0.0723	20.02	145.46	7.76	8.67	95.4	8.5	24.75	1.27	1.50	1.17	0.00	3.95
A420	38.361086	-121.521654	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.08	2.58	10.30	25.56	21.32	35.81	20.24	132.93	0.0720	20.02	144.92	7.76	8.68	95.5	8.1	24.70	1.27	1.50	1.15	0.00	3.92
A418	38.363971	-121.521048	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.05	2.58	10.17	25.56	21.30	35.65	20.22	132.65	0.0719	20.01	144.58	7.76	8.69	95.6	7.9	24.68	1.28	1.49	1.14	0.00	3.91
A416	38.366877	-121.521213	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.02	2.60	10.03	25.63	21.27	35.55	20.18	132.29	0.0718	19.97	144.23	7.76	8.70	95.7	7.8	24.62	1.31	1.50	1.12	0.00	3.91
A414	38.369728	-121.521846	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	25.98	2.68	9.80	25.89	21.23	35.64	20.09	131.70	0.0716	19.90	143.75	7.76	8.73	95.8	7.8	24.60	1.38	1.52	1.08	0.00	3.96
A412	38.37254	-121.522798	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	25.98	2.71	9.70	26.10	21.23	35.79	20.10	131.58	0.0715	19.89	143.63	7.76	8.74	95.9	7.9	24.59	1.40	1.53	1.07	0.00	3.98
A410	38.375275	-121.524037	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.00	2.70	9.64	26.54	21.25	36.17	20.19	131.79	0.0715	19.96	143.60	7.76	8.74	96.0	8.2	24.67	1.40	1.56	1.09	0.00	4.03
A408	38.378127	-121.524533	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.03	2.70	9.61	26.85	21.27	36.46	20.23	131.88	0.0715	19.98	143.54	7.76	8.74	96.1	8.2	24.69	1.38	1.56	1.12	0.00	4.05
A406	38.380794	-121.523202	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.07	2.72	9.56	27.39	21.31	36.96	20.25	131.93	0.0715	19.99	143.54	7.76	8.74	96.1	8.0	24.77	1.37	1.55	1.14	0.00	4.06
A404	38.382554	-121.520323	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.12	2.74	9.54	27.89	21.36	37.43	20.26	131.99	0.0716	20.00	143.61	7.76	8.75	96.2	8.0	24.89	1.35	1.55	1.16	0.00	4.07
A402	38.384412	-121.517484	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.23	2.71	9.47	28.42	21.46	37.89	20.23	131.98	0.0716	19.98	143.67	7.76	8.75	96.2	8.2	24.99	1.34	1.56	1.15	0.00	4.04
A400	38.386703	-121.515295	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.32	2.67	9.45	28.72	21.55	38.16	20.21	131.99	0.0716	19.97	143.74	7.75	8.75	96.2	8.3	25.06	1.34	1.55	1.16	0.00	4.03
A398	38.389442	-121.514042	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.43	2.64	9.41	28.94	21.65	38.34	20.19	132.00	0.0716	19.96	143.84	7.75	8.76	96.3	8.2	25.13	1.37	1.55	1.19	0.00	4.10
A396	38.392313	-121.513518	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.50	2.68	9.37	29.01	21.72	38.38	20.18	131.97	0.0716	19.96	143.89	7.75	8.77	96.4	8.3	25.19	1.41	1.56	1.20	0.00	4.17
A394	38.395217	-121.513263	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.52	2.78	9.24	28.94	21.73	38.18	20.16	131.81	0.0716	19.96	143.76	7.76	8.78	96.5	8.3	25.22	1.42	1.57	1.17	0.00	4.18
A392	38.39811	-121.513326	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.51	2.82	9.13	28.88	21.72	38.00	20.15	131.65	0.0715	19.96	143.65	7.76	8.79	96.6	8.2	25.20	1.42	1.55	1.14	0.00	4.14
A390	38.400968	-121.513743	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.49	2.81	9.00	28.83	21.71	37.83	20.13	131.49	0.0714	19.96	143.58	7.76	8.79	96.6	8.0	25.19	1.40	1.53	1.12	0.00	4.09
A388	38.403744	-121.514779	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.49	2.78	8.75	28.86	21.70	37.61	20.13	131.31	0.0713	19.98	143.36	7.76	8.80	96.8	7.8	25.18	1.38	1.50	1.13	0.00	4.02
A386	38.406438	-121.516142	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.51	2.76	8.66	28.93	21.73	37.58	20.15	131.34	0.0713	19.98	143.26	7.76	8.81	96.9	7.9	25.22	1.35	1.49	1.16	0.00	4.02
A384	38.409071	-121.51763	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.57	2.77	8.57	28.89	21.78	37.46	20.16	131.39	0.0714	19.98	143.21	7.76	8.82	97.0	8.0	25.20	1.35	1.48	1.18	0.00	4.02
A382	38.411635	-121.519315	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.57	2.75	8.50	28.68	21.78	37.18	20.16	131.33	0.0713	19.98	143.22	7.76	8.83	97.1	8.0	25.23	1.33	1.48	1.20	0.00	4.01
A380	38.414094	-121.521264	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.52	2.75	8.38	28.30	21.73	36.68	20.15	131.09	0.0712	19.97	143.06	7.76	8.83	97.1	8.1	25.18	1.33	1.48	1.21	0.00	4.02
A378	38.416643	-121.523037	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.43	2.80	8.18	27.91	21.65	36.08	20.13	130.70	0.0711	19.96	142.73	7.76	8.84	97.2	8.3	25.08	1.36	1.48	1.24	0.00	4.07
A376	38.419183	-121.524811	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.30	2.93	7.84	27.34	21.53	35.17	20.09	130.11	0.0708	19.93	142.11	7.77	8.87	97.4	8.4	24.92	1.39	1.49	1.26	0.00	4.12
A374	38.421654	-121.526713	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.21	2.96	7.67	26.92	21.45	34.60	20.09	129.85	0.0707	19.93	141.82	7.77	8.88	97.5	8.3	24.83	1.38	1.48	1.25	0.00	4.11
A372	38.424116	-121.528655	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.15	2.91	7.58	26.54	21.39	34.12	20.11	129.75	0.0706	19.95	141.59	7.77	8.88	97.6	8.1	24.79	1.37	1.47	1.21	0.00	4.04
A370	38.426637	-121.530468	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.10	2.83	7.51	26.20	21.34	33.71	20.16	129.75	0.0705	19.98	141.42	7.77	8.88	97.6	8.0	24.78	1.37	1.46	1.17	0.00	3.99
A368	38.429261	-121.532042	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.03	2.78	7.39	25.95	21.28	33.34	20.22	129.75	0.0704	20.03	141.21	7.78	8.88	97.8	7.9	24.73	1.37	1.46	1.18	0.00	4.00
A366	38.432129	-121.532243	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.01	2.80	7.36	26.10	21.26	33.46	20.24	129.81	0.0704	20.05	141.21	7.78	8.88	97.8	7.9	24.71	1.36	1.46	1.20	0.00	4.03
A364	38.43423	-121.529908	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.04	2.81	7.38	26.68	21.28	34.06	20.26	130.06	0.0706	20.06	141.39	7.78	8.88	97.8	7.7	24.76	1.36	1.45	1.24	0.00	4.05
A358	38.434769	-121.519065	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.47	2.95	7.93	29.56	21.69	37.49	20.23	131.26	0.0712	20.04	142.77	7.77	8.90	98.0	8.1	25.18	1.39	1.46	1.36	0.00	4.23
A360	38.434922	-121.522743	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.33	2.89	7.69	28.69	21.56	36.39	20.24	130.89	0.0710	20.05	142.27	7.77	8.89	97.9	7.9	25.04	1.39	1.45	1.33	0.00	4.19
A362	38.43501	-121.526458	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.18	2.84	7.50	27.68	21.41	35.18	20.26	130.50	0.0708	20.07	141.82	7.77	8.89	97.9	7.7	24.92	1.37	1.45	1.30	0.00	4.12
A355	38.4351	-121.513579	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.58	3.01	8.28	30.37	21.79	38.66	20.23	131.70	0.0714	20.04	143.17	7.77	8.91	98.1	8.5	25.29	1.43	1.46	1.37	0.00	4.28
A353	38.436115	-121.510136	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.60	3.00	8.41	30.42	21.81	38.84	20.22	131.87	0.0715	20.04	143.33	7.77	8.91	98.1	8.5	25.32	1.43	1.46	1.35	0.00	4.26
A351	38.437586	-121.506922	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.55	2.96	8.58	31.56	21.76	40.12	20.21	131.91	0.0716	20.04	143.54	7.77	8.91	98.2	8.5	25.25	1.47	1.45	1.34	0.00	4.27
A349	38.439613	-121.504289	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	26.88	2.97	9.09	34.47	22.07	43.60	20.20	133.15	0.0722	20.03	144.71	7.77	8.92	98.2	8.5	25.54	1.47	1.46	1.37	0.00	4.29
A347	38.442096	-121.502446	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	27.51	3.03	10.17	38.32	22.66	48.53	20.17	135.19	0.0733	20.01	146.85	7.75	8.92	98.2	8.6	26.13	1.47	1.46	1.40	0.00	4.33
A345	38.44493	-121.501583	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	28.16	3.07	11.32	41.25	23.26	52.63	20.13	137.16	0.0744	19.99	149.01	7.74	8.93	98.2	8.5	26.75	1.46	1.46	1.42	0.00	4.34
A343	38.447837	-121.501431	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	28.49	3.07	12.30	42.09	23.57	54.46	20.10	137.86	0.0748	19.97	150.46	7.73	8.93	98.2	8.3	27.10	1.52	1.47	1.41	0.00	4.40
A341	38.450733	-121.501321	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	28.28	3.07	12.16	40.11	23.38	52.38	20.11	137.08	0.0744	19.98	149.88	7.73	8.94	98.3	8.3	26.91	1.54	1.47	1.40	0.00	4.42
A339	38.453626	-121.501541	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	25.68	3.10	8.98	22.37	20.95	31.84	20.07	127.37	0.0694	19.94	141.68	7.79	8.98	98.7	8.4	24.31	1.57	1.45	1.38	0.00	4.41
A337	38.456474	-121.502254	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	23.58	3.11	6.07	11.38	18.99	17.75	20.03	121.33	0.0664	19.89	134.74	7.85	9.02	99.0	8.4	22.24	1.58	1.44	1.35	0.00	4.40
A335	38.459297	-121.503048	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.37	3.10	2.94	0.68	16.93	3.79	19.99	115.19	0.0633	19.86	127.37	7.92	9.07	99.5	8.3	20.07	1.62	1.45	1.34	0.00	4.42
A333	38.462135	-121.503752	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.16	3.10	2.51	0.89	16.73	3.35	20.02	115.49	0.0634	19.88	126.55	7.93	9.08	99.6	8.5	19.91	1.62	1.46	1.34	0.00	4.42
A331	38.465013	-121.504276	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.12	3.10	2.46	0.88	16.69	3.36	20.07	115.49	0.0634	19.91	126.34	7.93	9.08	99.7	8.5	19.90	1.62	1.46	1.33	0.00	4.41
A329	38.467906	-121.504664	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.10	3.08	2.46	0.91	16.67	3.40	20.14	115.60	0.0634	19.96	126.19	7.93	9.07	99.7	8.4	19.90	1.57	1.46	1.29	0.00	4.31
A327	38.470634	-121.505747	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.10	3.05	2.45	0.95	16.67	3.41	20.16	115.62	0.0634	19.97	126.17	7.93	9.07	99.7	8.4	19.91	1.55	1.45	1.27	0.00	4.27
A325	38.472518	-121.508468	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.09	2.97	2.40	0.96	16.67	3.35	20.17	115.59	0.0633	19.99	126.14	7.93	9.07	99.7	8.3	19.93	1.51	1.45	1.25	0.00	4.21
A313	38.4738	-121.530112	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	20.92	3.20	2.35	1.09	16.51	3.42	20.12	114.17	0.0627	19.95	124.86	7.92	9.06	99.6	8.8	19.73	1.64	1.47	1.50	0.00	4.61
A323	38.473562	-121.511892	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.10	2.97	2.39	0.94	16.67	3.33	20.20	115.48	0.0632	20.01	125.95	7.93	9.07	99.8	8.3	19.92	1.53	1.46	1.30	0.00	4.29
A310	38.473907	-121.535636	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	20.88	3.17	2.39	1.07	16.47	3.45	20.12	113.92	0.0625	19.95	124.55	7.92	9.07	99.7	8.9	19.65	1.64	1.47	1.47	0.00	4.58
A315	38.473987	-121.52643	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	20.99	3.17	2.35	1.07	16.57	3.40	20.12	114.46	0.0628	19.95	125.01	7.93	9.06	99.6	8.8	19.81	1.61	1.47	1.49	0.00	4.58
A317	38.474292	-121.522767	Sacramento River	North Delta Tidal Transition Zone	9/12/2019	21.05	3.12	2.40	1.02	16.63	3.40	20.15	114.77	0.0629	19.97	125.28	7.93	9.07	99.7	8.8	19.83	1.60	1.47	1.45	0.00	4.54
