CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A3491	38.085171	-121.679383	Central Delta tidal zone	San Joaquin River	7/1/2021	6.66	0.87	22.91	2046.08	8.11	8.17	95.65	9.79	2.71	27.20	5.05	29.58	22.86	2014.14	1.07	2.83	8.09	1.48	12.40	22.87	65.11	11.97	7.53	2.37	2.31
A1154	38.084737	-121.989595	Suisun Bay	Suisun Bay	7/1/2021	13.13	0.61	20.66	17627.42	8.00	8.12	96.19	31.83	3.45	28.09	5.08	32.82	20.64	16584.05	10.72	2.88	5.32	2.14	10.33	27.88	51.44	20.67	13.73	2.42	2.99
A3627	38.086095	-121.573998	Central Delta tidal zone	San Joaquin River	7/1/2021	7.79	0.94	24.41	547.71	8.19	8.02	96.09	7.86	3.69	29.76	6.55	31.51	24.35	554.13	0.27	5.10	14.06	1.08	20.19	25.28	69.62	5.33	8.74	2.52	2.31
A3928	38.086342	-121.684897	Western Delta tidal zone	Threemile Slough	7/1/2021	6.22	1.13	22.75	2140.88	8.10	8.12	94.62	10.17	2.71	27.16	4.99	29.23	22.69	2101.87	1.13	2.64	8.01	1.49	12.12	21.75	66.14	12.29	7.36	2.36	2.36
A1149	38.085520	-121.998937	Suisun Bay	Suisun Cutoff	7/1/2021	13.10	0.83	20.63	18001.47	8.00	8.13	96.34	42.58	3.52	27.85	5.09	33.08	20.62	16933.23	10.98	2.87	5.46	2.21	10.55	27.22	51.71	20.87	13.92	2.41	3.03
A4204	38.086713	-121.502804	Central Delta tidal zone	Little Potato Slough	7/1/2021	8.26	1.29	25.02	183.37	7.65	7.20	87.13	2.76	2.06	32.19	4.01	32.54	25.04	189.53	0.09	4.21	4.35	0.13	8.69	48.46	50.00	1.52	9.56	2.67	1.52
A1016	38.081580	-122.078658	Suisun Bay	Suisun Bay	7/1/2021	15.82	2.22	20.17	22062.77	7.96	7.94	94.79	59.26	4.63	29.80	6.91	37.50	20.15	20542.41	13.69	2.69	5.24	3.66	11.58	23.74	43.95	31.62	18.14	2.53	3.29
A740	38.084370	-121.747922	Western Delta tidal zone	Sacramento River	7/1/2021	7.20	0.84	22.87	1911.64	8.08	8.18	95.67	14.25	1.82	22.85	3.19	24.82	22.86	1850.10	0.98	2.84	5.96	0.70	9.51	29.84	62.71	7.39	8.05	2.10	2.53
A1147	38.087055	-122.002174	Suisun Bay	Suisun Cutoff	7/1/2021	13.17	0.70	20.68	18052.82	8.00	8.13	96.47	37.07	3.31	28.35	4.87	33.15	20.66	17010.11	11.02	2.86	5.40	2.16	10.44	27.45	51.59	20.56	13.87	2.44	3.05
A738	38.085898	-121.744755	Western Delta tidal zone	Sacramento River	7/1/2021	7.13	0.81	22.89	1822.80	8.09	8.18	95.70	14.71	1.89	22.69	3.25	24.68	22.88	1766.44	0.93	2.85	5.98	0.72	9.58	29.76	62.51	7.53	7.94	2.09	2.52
A3930	38.089190	-121.685675	Western Delta tidal zone	Threemile Slough	7/1/2021	6.66	1.28	22.79	2171.54	8.10	8.15	95.16	9.87	2.69	27.17	5.00	29.39	22.73	2133.81	1.14	2.72	8.01	1.47	12.19	22.31	65.76	12.11	7.94	2.36	2.36
A3489	38.088275	-121.679829	Central Delta tidal zone	San Joaquin River	7/1/2021	7.30	0.96	23.06	1936.26	8.12	8.19	96.08	10.06	2.74	27.48	5.13	29.93	23.00	1912.82	1.01	3.02	8.58	1.45	13.03	23.20	65.71	11.21	8.26	2.38	2.31
A3625	38.088965	-121.573699	Central Delta tidal zone	San Joaquin River	7/1/2021	7.86	0.89	24.43	536.60	8.17	8.01	96.07	7.56	3.55	29.46	6.34	30.96	24.38	542.34	0.27	5.04	13.77	1.05	19.83	25.44	69.42	5.29	8.76	2.51	2.29
A3463	38.087743	-121.638417	Central Delta tidal zone	San Joaquin River	7/1/2021	6.77	0.90	23.54	1319.05	8.14	8.12	96.01	9.38	3.24	28.62	5.73	30.53	23.50	1301.14	0.67	3.62	11.13	1.52	16.26	22.28	68.35	9.37	7.67	2.45	2.31
A1145	38.088489	-122.005416	Suisun Bay	Suisun Cutoff	7/1/2021	13.11	0.41	20.74	18135.34	8.00	8.13	96.67	28.53	3.02	28.68	4.60	33.18	20.72	17096.73	11.06	2.84	5.26	2.02	10.14	28.02	51.43	19.81	13.50	2.46	3.08
A3465	38.087775	-121.642141	Central Delta tidal zone	San Joaquin River	7/1/2021	6.79	0.93	23.53	1350.28	8.14	8.15	96.27	9.57	3.22	28.47	5.70	30.40	23.49	1333.44	0.69	3.54	10.93	1.54	16.02	22.16	68.07	9.69	7.74	2.44	2.31
A736	38.087311	-121.741526	Western Delta tidal zone	Sacramento River	7/1/2021	7.09	0.79	22.93	1717.74	8.09	8.17	95.55	14.96	1.97	22.54	3.34	24.55	22.92	1665.01	0.88	2.87	6.06	0.75	9.69	29.71	62.69	7.80	7.87	2.08	2.52
A1019	38.083979	-122.073597	Suisun Bay	Suisun Bay	7/1/2021	15.86	2.16	20.26	21851.58	7.95	7.93	94.71	57.10	4.71	29.97	6.91	37.91	20.23	20392.75	13.56	2.71	5.28	3.56	11.55	22.80	45.46	30.85	18.51	2.53	3.31
A3467	38.088724	-121.645425	Central Delta tidal zone	San Joaquin River	7/1/2021	6.68	0.94	23.56	1365.41	8.15	8.20	97.01	9.42	3.22	28.28	5.72	30.17	23.52	1354.04	0.70	3.52	10.97	1.53	16.05	22.13	68.05	9.63	7.71	2.43	2.31
A4202	38.089990	-121.501740	Central Delta tidal zone	Little Potato Slough	7/1/2021	8.35	1.32	24.97	180.39	7.64	7.25	87.65	2.80	2.08	32.06	4.05	32.81	24.98	185.87	0.09	4.16	4.20	0.19	8.54	48.74	49.13	2.24	9.67	2.66	1.49
A1143	38.089739	-122.008718	Suisun Bay	Suisun Cutoff	7/1/2021	13.26	0.32	20.74	18385.55	8.00	8.14	96.83	27.17	2.90	28.59	4.45	33.24	20.73	17307.94	11.21	2.82	5.24	1.95	10.02	28.11	50.10	19.44	13.39	2.46	3.11
A4200	38.091002	-121.498321	Central Delta tidal zone	Little Potato Slough	7/1/2021	8.34	1.34	24.97	180.50	7.64	7.23	87.45	2.77	2.09	32.04	4.10	32.90	24.96	185.91	0.09	4.20	4.16	0.22	8.56	49.02	48.60	2.54	9.67	2.66	1.51
A3932	38.092107	-121.685745	Western Delta tidal zone	Threemile Slough	7/1/2021	7.06	1.67	22.71	2303.18	8.09	8.16	95.30	9.08	2.49	26.76	4.73	28.87	22.65	2249.28	1.21	2.67	7.80	1.37	11.84	22.53	65.92	11.62	8.73	2.34	2.38
A3623	38.091670	-121.575185	Central Delta tidal zone	San Joaquin River	7/1/2021	7.72	0.84	24.40	562.91	8.17	8.02	96.11	7.66	3.46	29.66	6.18	31.24	24.35	566.09	0.28	4.98	13.85	1.06	19.84	25.16	69.73	5.33	8.56	2.52	2.27
A734	38.089410	-121.738916	Western Delta tidal zone	Sacramento River	7/1/2021	7.12	0.80	22.95	1641.21	8.09	8.14	95.22	15.20	1.99	22.42	3.40	24.42	22.94	1592.86	0.84	2.91	6.14	0.77	9.82	29.77	62.64	7.82	7.87	2.08	2.51
A4198	38.092182	-121.495104	Central Delta tidal zone	Little Potato Slough	7/1/2021	8.32	1.36	24.94	180.98	7.64	7.27	87.66	2.67	2.15	31.74	4.23	32.93	24.95	186.39	0.09	4.29	4.11	0.30	8.69	49.35	47.36	3.47	9.66	2.65	1.52
A3487	38.090908	-121.678012	Central Delta tidal zone	San Joaquin River	7/1/2021	7.48	0.95	23.17	1819.72	8.12	8.20	96.44	10.14	2.78	27.70	5.18	30.03	23.11	1802.61	0.95	3.06	9.19	1.48	13.71	22.40	66.89	10.87	8.44	2.40	2.30
A3460	38.088975	-121.633140	Central Delta tidal zone	San Joaquin River	7/1/2021	6.73	1.08	23.63	1195.32	8.15	8.10	95.92	8.53	3.27	29.15	5.82	30.96	23.58	1182.26	0.61	3.81	12.03	1.45	17.27	22.02	69.61	8.44	7.82	2.48	2.32
A3469	38.090099	-121.648685	Central Delta tidal zone	San Joaquin River	7/1/2021	6.66	0.86	23.47	1431.22	8.14	8.17	96.48	9.11	3.16	28.19	5.67	30.06	23.42	1426.52	0.74	3.46	10.63	1.41	15.51	22.45	68.33	9.13	7.57	2.43	2.31
A1141	38.090964	-122.012022	Suisun Bay	Suisun Cutoff	7/1/2021	13.38	0.40	20.74	18510.63	8.00	8.14	96.84	27.37	2.89	28.57	4.42	33.26	20.72	17416.17	11.29	2.79	5.24	1.96	10.01	27.91	39.52	19.49	13.48	2.45	3.12
A1021	38.085834	-122.070687	Suisun Bay	Suisun Bay	7/1/2021	16.07	2.18	20.28	21785.04	7.95	7.92	94.67	60.75	4.76	30.15	6.95	38.39	20.26	20339.13	13.51	2.73	5.32	3.56	11.60	21.44	45.81	30.64	18.72	2.54	3.32
A732	38.090968	-121.735857	Western Delta tidal zone	Sacramento River	7/1/2021	7.09	0.81	22.99	1532.43	8.09	8.10	94.82	15.28	2.01	22.29	3.52	24.24	22.98	1491.03	0.78	2.94	6.28	0.81	10.03	30.45	62.87	7.94	7.84	2.07	2.50
A3485	38.092724	-121.675094	Central Delta tidal zone	San Joaquin River	7/1/2021	7.54	0.96	23.22	1753.21	8.12	8.22	96.67	10.25	2.82	27.81	5.21	30.05	23.16	1736.82	0.91	3.07	9.59	1.50	14.14	21.82	67.73	10.66	8.50	2.41	2.30
A3471	38.092399	-121.650948	Central Delta tidal zone	San Joaquin River	7/1/2021	6.71	0.81	23.39	1469.86	8.13	8.13	95.82	8.97	3.13	28.14	5.62	30.05	23.34	1465.45	0.76	3.42	10.41	1.36	15.20	22.56	68.40	8.98	7.53	2.42	2.30
A1023	38.087952	-122.068354	Suisun Bay	Suisun Bay	7/1/2021	16.37	2.20	20.31	21721.11	7.95	7.91	94.60	65.01	4.77	30.24	6.98	38.79	20.28	20290.14	13.47	2.73	5.37	3.55	11.66	21.65	46.04	30.43	18.92	2.55	3.33
A3934	38.094999	-121.685850	Western Delta tidal zone	Threemile Slough	7/1/2021	7.05	1.82	22.62	2400.64	8.08	8.15	94.96	8.91	2.39	26.47	4.55	28.45	22.56	2336.02	1.26	2.54	7.65	1.33	11.51	22.05	66.41	11.63	8.88	2.32	2.40
A3458	38.091132	-121.630393	Central Delta tidal zone	San Joaquin River	7/1/2021	6.77	1.69	23.63	1172.24	8.14	8.08	95.60	8.46	3.24	29.25	5.81	31.06	23.58	1160.81	0.59	3.80	11.96	1.42	17.16	22.13	69.68	8.29	8.47	2.49	2.33
A4196	38.095299	-121.495019	Mokelumne tidal transition zone	Little Potato Slough	7/1/2021	8.34	1.35	24.92	179.76	7.65	7.33	88.26	2.69	2.17	31.50	4.24	32.80	24.93	185.10	0.09	4.28	4.13	0.31	8.71	49.13	47.37	3.50	9.67	2.63	1.50
A730	38.092843	-121.732989	Western Delta tidal zone	Sacramento River	7/1/2021	6.98	0.78	23.02	1474.30	8.10	8.08	94.64	15.24	2.00	22.22	3.57	24.12	23.01	1442.48	0.75	2.96	6.29	0.84	10.08	31.46	62.66	7.36	7.76	2.07	2.50
A3483	38.094175	-121.671838	Central Delta tidal zone	San Joaquin River	7/1/2021	7.50	0.97	23.27	1678.68	8.13	8.22	96.75	9.99	2.84	27.90	5.25	30.12	23.21	1657.55	0.87	3.17	9.80	1.47	14.42	22.06	67.89	10.19	8.46	2.41	2.30
A3456	38.093264	-121.628258	Central Delta tidal zone	San Joaquin River	7/1/2021	6.77	2.34	23.64	1143.50	8.14	8.06	95.38	8.56	3.23	29.25	5.81	31.06	23.59	1133.88	0.58	3.80	11.92	1.41	17.09	22.21	69.71	8.23	9.11	2.49	2.33
A3418	38.096456	-121.567293	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	8.59	0.63	24.44	333.71	8.10	8.13	97.49	4.58	2.45	21.38	4.70	21.81	24.40	334.68	0.17	3.96	9.53	0.81	14.31	27.77	66.44	5.67	9.24	2.01	2.03
A3475	38.095170	-121.657505	Central Delta tidal zone	San Joaquin River	7/1/2021	6.78	0.80	23.38	1482.42	8.13	8.11	95.63	9.39	3.13	27.99	5.60	29.93	23.33	1470.63	0.76	3.36	10.86	1.44	15.68	21.51	69.19	9.20	7.60	2.42	2.30
A3481	38.095122	-121.668326	Central Delta tidal zone	San Joaquin River	7/1/2021	7.42	0.93	23.31	1619.75	8.14	8.21	96.66	9.76	2.87	27.98	5.31	30.18	23.25	1600.19	0.84	3.23	9.91	1.46	14.59	22.20	67.87	10.03	8.30	2.41	2.30
A1025	38.089726	-122.065374	Suisun Bay	Suisun Bay	7/1/2021	16.71	2.23	20.35	21644.63	7.94	7.90	94.43	73.15	4.88	30.33	7.01	39.40	20.32	20237.62	13.42	2.73	5.43	3.56	11.73	23.89	46.34	30.32	19.11	2.56	3.34
A3477	38.095910	-121.661067	Central Delta tidal zone	San Joaquin River	7/1/2021	6.86	0.82	23.31	1540.84	8.12	8.09	95.33	9.51	3.05	27.90	5.50	29.85	23.27	1522.86	0.79	3.26	10.51	1.46	15.25	21.43	68.90	9.60	7.66	2.41	2.30
A3479	38.096151	-121.664825	Central Delta tidal zone	San Joaquin River	7/1/2021	7.13	0.86	23.31	1568.90	8.13	8.13	95.77	9.53	2.94	27.96	5.39	30.03	23.24	1550.49	0.81	3.26	10.08	1.44	14.77	22.13	68.14	9.75	7.89	2.41	2.30
A3936	38.097912	-121.685918	Western Delta tidal zone	Threemile Slough	7/1/2021	7.01	1.88	22.47	2572.09	8.05	8.12	94.44	8.67	2.24	26.05	4.27	27.88	22.41	2494.64	1.36	2.30	7.62	1.31	11.19	20.57	68.00	11.69	8.89	2.30	2.42
A728	38.094915	-121.730428	Western Delta tidal zone	Sacramento River	7/1/2021	6.91	0.74	23.05	1437.51	8.10	8.07	94.49	14.97	2.01	22.20	3.61	24.05	23.04	1415.14	0.74	2.99	6.23	0.86	10.07	32.32	62.19	7.21	7.69	2.07	2.49
A4194	38.097931	-121.495114	Mokelumne tidal transition zone	Little Potato Slough	7/1/2021	8.48	1.30	24.83	177.12	7.67	7.48	90.06	2.80	2.24	31.34	4.27	32.46	24.85	182.40	0.09	4.21	4.16	0.32	8.69	48.46	48.68	3.71	9.74	2.62	1.46
A3420	38.096226	-121.570932	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	7.76	0.66	24.35	407.67	8.15	8.07	96.54	5.24	2.75	24.97	5.17	25.27	24.31	401.69	0.19	4.12	11.04	0.84	16.00	26.16	68.41	5.34	8.42	2.23	2.05
A3454	38.096232	-121.627492	Central Delta tidal zone	San Joaquin River	7/1/2021	6.78	2.62	23.66	1117.39	8.14	8.05	95.29	8.76	3.21	29.11	5.77	31.07	23.60	1115.39	0.57	3.75	11.86	1.41	17.00	22.05	69.80	8.30	9.40	2.48	2.33
A3416	38.098586	-121.564816	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	8.71	0.60	24.45	308.42	8.09	8.20	98.31	4.31	2.33	19.95	4.49	20.56	24.42	310.08	0.16	3.87	9.07	0.85	13.80	28.09	65.68	6.16	9.35	1.92	1.97
A1139	38.094629	-122.013695	Suisun Bay	Grizzly Bay	7/1/2021	13.59	0.44	20.69	18923.60	8.00	8.14	96.91	26.23	2.89	28.63	4.41	33.34	20.67	17789.28	11.57	2.78	5.27	2.01	10.05	27.62	47.15	19.94	13.69	2.46	3.15
A1027	38.091425	-122.062414	Suisun Bay	Suisun Bay	7/1/2021	16.71	2.24	20.35	21622.12	7.94	7.89	94.34	76.31	4.97	30.35	7.03	39.55	20.32	20220.96	13.40	2.70	5.46	3.57	11.73	23.62	46.57	30.39	19.08	2.56	3.34
A726	38.096837	-121.727697	Western Delta tidal zone	Sacramento River	7/1/2021	7.06	0.70	23.11	1398.90	8.10	8.06	94.50	14.03	2.01	22.18	3.60	23.97	23.10	1375.77	0.72	3.04	6.21	0.88	10.13	33.62	62.13	8.26	7.66	2.06	2.48
A4192	38.099724	-121.492139	Mokelumne tidal transition zone	Little Potato Slough	7/1/2021	8.69	1.29	24.75	175.72	7.68	7.51	90.33	2.84	2.28	31.21	4.41	31.88	24.78	180.82	0.09	4.19	4.20	0.47	8.85	47.36	44.23	5.25	9.80	2.61	1.48
A3422	38.097856	-121.574768	Central Delta tidal zone	San Joaquin River	7/1/2021	6.79	0.66	24.10	532.62	8.18	8.05	95.92	6.56	3.06	27.13	5.59	28.19	24.07	520.12	0.25	4.16	12.82	0.98	17.97	23.80	70.48	5.64	7.46	2.36	1.99
A3938	38.100836	-121.685877	Western Delta tidal zone	Threemile Slough	7/1/2021	7.03	1.80	22.40	2643.62	8.04	8.11	94.17	8.70	2.17	25.86	4.13	27.67	22.35	2562.51	1.40	2.24	7.46	1.25	10.92	20.62	68.15	11.46	8.83	2.28	2.42
A3424	38.098259	-121.577943	Central Delta tidal zone	San Joaquin River	7/1/2021	6.63	0.69	23.97	627.29	8.19	8.02	95.37	7.79	3.18	28.03	5.76	29.56	23.93	618.99	0.30	4.19	13.76	1.06	19.00	22.38	71.98	5.69	7.32	2.42	2.00
A3452	38.099775	-121.627531	Central Delta tidal zone	San Joaquin River	7/1/2021	6.81	2.25	23.65	1133.63	8.14	8.05	95.30	9.14	3.20	28.99	5.73	31.05	23.60	1131.86	0.58	3.69	11.69	1.44	16.80	21.98	69.55	8.56	9.05	2.48	2.33
A1029	38.093443	-122.059641	Suisun Bay	Suisun Bay	7/1/2021	16.45	2.23	20.37	21542.65	7.94	7.87	94.13	82.22	5.08	30.29	7.04	40.06	20.34	20154.18	13.35	2.70	5.51	3.57	11.77	22.85	46.82	30.23	18.70	2.56	3.34
A3426	38.099019	-121.581426	Central Delta tidal zone	San Joaquin River	7/1/2021	6.85	0.72	23.90	747.33	8.19	7.99	94.96	9.65	3.25	28.55	5.87	30.61	23.84	746.75	0.37	4.12	13.76	1.18	19.05	21.82	72.01	6.25	7.57	2.45	2.02
A724	38.098673	-121.724866	Western Delta tidal zone	Sacramento River	7/1/2021	7.12	0.68	23.16	1339.85	8.11	8.06	94.58	13.64	2.02	22.06	3.61	23.82	23.15	1311.13	0.68	3.08	6.21	0.90	10.18	31.56	61.42	8.76	7.68	2.05	2.47
A3414	38.101460	-121.563515	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	8.73	0.58	24.48	296.79	8.10	8.28	99.28	4.20	2.32	19.64	4.45	20.14	24.45	297.44	0.15	3.84	8.90	0.94	13.68	28.08	65.06	6.89	9.35	1.90	1.92
A3428	38.098518	-121.585375	Central Delta tidal zone	San Joaquin River	7/1/2021	6.85	0.69	23.86	793.30	8.19	7.98	94.79	10.08	3.27	28.83	5.93	30.97	23.80	796.74	0.40	4.14	13.93	1.21	19.27	21.56	72.20	6.34	7.54	2.47	2.05
A3430	38.098490	-121.589208	Central Delta tidal zone	San Joaquin River	7/1/2021	6.73	0.64	23.85	803.92	8.20	7.99	94.85	9.57	3.28	29.07	5.95	31.10	23.79	810.75	0.41	4.17	14.34	1.23	19.73	21.18	72.60	6.29	7.37	2.48	2.09
A4190	38.102713	-121.491431	Mokelumne tidal transition zone	Little Potato Slough	7/1/2021	8.77	1.26	24.72	174.18	7.68	7.54	90.67	2.84	2.30	31.25	4.41	31.85	24.73	178.81	0.09	4.15	4.22	0.53	8.89	46.63	37.06	5.97	9.89	2.62	1.46
A3432	38.099992	-121.592501	Central Delta tidal zone	San Joaquin River	7/1/2021	6.74	0.64	23.85	788.89	8.20	8.01	95.08	8.76	3.22	28.81	5.86	30.66	23.80	794.54	0.40	4.14	14.30	1.22	19.64	21.14	72.74	6.21	7.38	2.47	2.10
A3450	38.101485	-121.624096	Central Delta tidal zone	San Joaquin River	7/1/2021	6.67	2.04	23.69	1072.91	8.15	8.03	95.09	9.24	3.23	28.97	5.77	31.06	23.64	1064.44	0.54	3.75	12.07	1.40	17.21	21.83	70.14	8.17	8.71	2.48	2.32
A3448	38.101803	-121.620197	Central Delta tidal zone	San Joaquin River	7/1/2021	6.68	1.76	23.73	1014.95	8.15	8.01	94.94	9.09	3.24	28.99	5.81	31.07	23.68	1007.07	0.51	3.83	12.52	1.36	17.69	21.65	70.78	7.69	8.44	2.48	2.31
A722	38.100917	-121.722502	Western Delta tidal zone	Sacramento River	7/1/2021	7.10	0.66	23.20	1250.16	8.11	8.05	94.56	13.90	2.08	21.82	3.68	23.60	23.20	1220.78	0.63	3.11	6.22	0.94	10.26	32.07	60.42	9.18	7.74	2.04	2.46
A3940	38.103695	-121.685194	Western Delta tidal zone	Threemile Slough	7/1/2021	7.12	1.89	22.34	2726.96	8.03	8.10	93.94	9.08	2.10	25.71	4.00	27.56	22.29	2642.05	1.45	2.22	7.17	1.18	10.56	21.20	67.74	11.17	9.01	2.27	2.41
A1031	38.095273	-122.056810	Suisun Bay	Suisun Bay	7/1/2021	16.22	2.18	20.38	21498.46	7.94	7.87	94.10	81.42	5.00	30.25	6.99	40.32	20.35	20118.76	13.32	2.71	5.51	3.54	11.77	22.96	46.83	29.96	18.32	2.55	3.35
A3412	38.103702	-121.565880	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	8.77	0.55	24.46	285.26	8.09	8.23	98.66	4.08	2.32	19.32	4.47	19.72	24.43	285.11	0.14	3.77	8.57	0.94	13.28	28.44	64.41	7.13	9.35	1.88	1.85
A3434	38.101715	-121.595586	Central Delta tidal zone	San Joaquin River	7/1/2021	6.73	0.68	23.84	798.03	8.20	8.02	95.22	8.89	3.24	28.95	5.90	30.85	23.78	801.45	0.40	4.14	14.50	1.22	19.85	20.88	73.04	6.18	7.41	2.47	2.13
A3446	38.102090	-121.616533	Central Delta tidal zone	San Joaquin River	7/1/2021	6.74	1.68	23.74	984.69	8.16	8.01	94.91	8.94	3.24	29.03	5.83	31.08	23.69	979.78	0.50	3.85	12.79	1.35	17.97	21.41	71.19	7.49	8.42	2.48	2.31
A3958	38.105162	-121.695437	Western Delta tidal zone	Threemile Slough	7/1/2021	7.10	1.38	21.80	3605.89	7.97	8.06	92.84	8.90	1.91	25.82	3.67	27.73	21.77	3471.01	1.95	2.17	5.80	0.88	8.84	24.75	65.76	9.78	8.43	2.28	2.44
A720	38.102640	-121.719538	Western Delta tidal zone	Sacramento River	7/1/2021	7.10	0.69	23.24	1096.70	8.11	8.03	94.25	15.18	2.20	21.31	3.92	23.24	23.24	1073.55	0.55	3.12	6.22	0.99	10.31	31.29	48.76	9.68	8.00	2.01	2.45
A4185	38.106209	-121.497515	Mokelumne tidal transition zone	Little Potato Slough	7/1/2021	8.73	1.17	24.69	171.07	7.69	7.79	93.74	2.98	2.35	30.47	4.41	31.76	24.69	175.29	0.09	4.10	4.32	0.66	9.07	45.18	49.91	7.19	9.92	2.57	1.38
A1033	38.097891	-122.055266	Suisun Bay	Suisun Bay	7/1/2021	16.29	2.02	20.42	21446.02	7.95	7.90	94.47	75.66	4.91	30.68	6.86	40.83	20.40	20087.75	13.28	2.74	5.49	3.47	11.71	23.36	46.91	29.55	17.83	2.58	3.35
A4187	38.106187	-121.492482	Mokelumne tidal transition zone	Little Potato Slough	7/1/2021	8.81	1.21	24.67	171.80	7.68	7.62	91.71	2.85	2.35	31.03	4.40	31.96	24.67	175.75	0.09	4.09	4.30	0.65	9.04	45.30	34.95	7.16	9.99	2.60	1.41
A3436	38.102941	-121.598947	Central Delta tidal zone	San Joaquin River	7/1/2021	6.72	0.80	23.83	810.69	8.20	8.03	95.27	9.36	3.25	28.85	5.90	30.85	23.77	808.69	0.41	4.11	14.31	1.22	19.63	20.93	72.88	6.23	7.52	2.47	2.17
A3942	38.106505	-121.684415	Western Delta tidal zone	Threemile Slough	7/1/2021	7.46	2.13	22.20	2917.21	8.01	8.08	93.61	9.66	1.94	25.37	3.71	27.29	22.16	2818.89	1.55	2.17	6.39	0.97	9.55	22.87	66.88	10.12	9.59	2.25	2.38
A3410	38.105680	-121.568012	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	8.72	0.55	24.41	275.31	8.05	8.11	97.17	3.93	2.32	19.53	4.49	19.90	24.38	275.01	0.14	3.66	8.25	0.93	12.85	28.58	64.01	7.30	9.28	1.90	1.78
A3961	38.106136	-121.700692	Western Delta tidal zone	Threemile Slough	7/1/2021	7.93	1.20	21.74	3726.60	7.96	8.07	92.91	10.94	1.89	25.35	3.61	27.76	21.69	3598.36	2.04	2.25	5.54	0.77	8.55	26.36	65.54	8.95	9.09	2.25	2.43
A718	38.104516	-121.716768	Western Delta tidal zone	Sacramento River	7/1/2021	7.08	0.69	23.27	989.34	8.11	8.00	94.03	15.32	2.20	20.94	4.02	22.88	23.27	970.22	0.50	3.12	6.19	0.98	10.28	30.64	45.58	9.55	8.10	1.98	2.43
A3444	38.103912	-121.613328	Central Delta tidal zone	San Joaquin River	7/1/2021	6.77	1.41	23.77	961.79	8.16	8.00	94.90	9.07	3.24	29.09	5.83	31.09	23.72	959.92	0.49	3.90	12.96	1.32	18.17	21.46	71.32	7.24	8.18	2.48	2.29
A3442	38.104706	-121.609854	Central Delta tidal zone	San Joaquin River	7/1/2021	6.73	1.15	23.79	934.80	8.17	8.01	95.02	9.56	3.26	29.07	5.85	31.08	23.73	930.90	0.47	3.95	13.19	1.30	18.43	21.43	71.58	7.07	7.88	2.48	2.26
A3438	38.104597	-121.602205	Central Delta tidal zone	San Joaquin River	7/1/2021	6.70	0.85	23.82	829.65	8.19	8.02	95.17	9.67	3.25	28.81	5.89	30.85	23.77	824.97	0.41	4.07	14.00	1.24	19.32	21.09	72.44	6.40	7.55	2.47	2.18
A4183	38.107984	-121.500129	Mokelumne tidal transition zone	Little Potato Slough	7/1/2021	8.56	1.09	24.67	168.50	7.69	7.89	94.93	3.05	2.36	29.36	4.45	30.86	24.67	172.50	0.09	4.10	4.39	0.72	9.21	44.50	48.39	7.83	9.65	2.50	1.36
A3956	38.107748	-121.693717	Western Delta tidal zone	Threemile Slough	7/1/2021	7.57	1.52	21.81	3637.43	7.97	8.04	92.65	9.71	1.87	25.69	3.57	27.65	21.76	3501.24	1.97	2.13	5.74	0.80	8.68	24.67	66.09	9.23	8.98	2.27	2.39
A3408	38.107288	-121.570772	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	9.07	0.66	24.43	250.63	7.98	8.07	96.75	3.76	2.30	18.64	4.45	19.01	24.40	250.37	0.12	3.64	7.43	0.96	12.13	30.67	60.21	8.22	9.74	1.84	1.68
A3440	38.105410	-121.606023	Central Delta tidal zone	San Joaquin River	7/1/2021	6.69	0.97	23.80	886.82	8.18	8.02	95.09	9.90	3.26	28.96	5.87	31.01	23.75	880.66	0.44	4.01	13.54	1.27	18.84	21.29	71.89	6.74	7.66	2.47	2.22
A1035	38.100851	-122.054152	Suisun Bay	Suisun Bay	7/1/2021	16.32	2.00	20.46	21388.84	7.95	7.91	94.69	71.89	4.80	31.11	6.73	41.13	20.43	20055.00	13.24	2.73	5.48	3.39	11.61	23.53	47.23	29.03	17.73	2.60	3.34
