Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Chla Rmk DS	Chla (ug/L) DS	Pheophytin Rmk DS	Pheophytin (ug/L) DS	5 micron Chla Rmk DS	5 micron Chla (ug/L) DS	5 micron Pheophytin Rmk DS	5 micron Pheophytin (ug/L) DS	NH4 Rmk DS	NH4 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	PO4 Rmk DS	PO4 (mg-P/L) DS lab reported	TDN Rmk DS	TDN (mg-N/L) DS lab reported	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	estDIN (uM) DS	DOC Rmk DS	DOC (mg-C/L) DS	Peak fDOM Rmk DS	Peak fDOM (RU) DS	UV Slope Ratio Rmk DS	UV Slope Ratio	A254 Rmk DS	A254 (AU/cm) DS	A280 Rmk DS	A280 (AU/cm) DS	A370 Rmk DS	A370 (AU/cm) DS	A412 Rmk DS	A412 (AU/cm) DS	A440 Rmk DS	A440 (AU/cm) DS	Sag 275-295 nm Rmk DS	Sag 275-295 nm DS	Sag 290-350 nm Rmk DS	Sag 290-350 nm DS	Sag 350-400 nm Rmk DS	Sag 350-400 nm DS	Sag 412-676 nm Rmk DS	Sag 412-676 nm DS	Peak A Rmk DS	Peak A (RU) DS	Peak B Rmk DS	Peak B (RU) DS	Peak C Rmk DS	Peak C (RU) DS	Peak D Rmk DS	Peak D (RU) DS	Peak M Rmk DS	Peak M (RU) DS	Peak N Rmk DS	Peak N (RU) DS	Peak T Rmk DS	Peak T (RU) DS	FI Rmk DS	FI DS	HIX Rmk DS	HIX DS	Picophytoplankton PC-Rich Prolate Spheroid Aliquot (mL) DS	Picophytoplankton PC-Rich Prolate Spheroid Tally DS	Picophytoplankton PC-Rich Prolate Spheroid Density (cells/mL) DS	Picophytoplankton PC-Rich Prolate Spheroid Total Biovolume (um3/mL) DS	Picophytoplankton PC-Rich Sphere Aliquot (mL) DS	Picophytoplankton PC-Rich Sphere Tally DS	Picophytoplankton PC-Rich Sphere Density (cells/mL) DS	Picophytoplankton PC-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Aliquot (mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Tally DS	Picophytoplankton PE-Rich Prolate Spheroid Density (cells/mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Rod Aliquot (mL) DS	Picophytoplankton PE-Rich Rod Tally DS	Picophytoplankton PE-Rich Rod Density (cells/mL) DS	Picophytoplankton PE-Rich Rod Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Sphere Aliquot (mL) DS	Picophytoplankton PE-Rich Sphere Tally DS	Picophytoplankton PE-Rich Sphere Density (cells/mL) DS	Picophytoplankton PE-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton Total Tally DS	Picophytoplankton Total Density (cells/mL)  DS	Picophytoplankton Total Biovolume (um3/mL) DS
10/7/2021 7:38	ORF	380300121344801		1.6		1.0		0.8		0.7	<	0.02		0.002		0.080		0.058		0.28	0.71	0.14	5.71	1.87	19.99	6.43		2.1		0.179		2.7		0.058		0.0427		0.0091	E	0.0046	E	0.0032		0.0177		0.0175		0.0165		0.0109		0.5310		0.1212		0.2560		0.1057		0.2695		0.1961		0.1392		1.538		0.8399																		206	4141.88	1285.39	206	4141.88	1285.39
10/7/2021 7:59	6	20211007-06										0.02		0.002		0.074		0.059			1.43	0.14	5.28	1.90		6.71																																																																	
10/7/2021 8:03	7	20211007-07										0.02		0.001		0.058		0.056			1.54	0.09	4.14	1.82		5.68																																																																	
10/7/2021 8:06	OBI	11313405		1.8		1.3		0.4		0.5		0.02		0.001		0.060		0.057		0.25	1.43	0.07	4.28	1.84	17.85	5.71		2.4		0.205		2.8		0.068		0.0499		0.0106	E	0.0053	E	0.0037		0.0176		0.0174		0.0166		0.0111		0.5944		0.0937		0.3000		0.1247		0.3162		0.2256		0.1333		1.515		0.8555																		272	5468.89	1821.35	272	5468.89	1821.35
10/7/2021 8:20	8	20211007-08										0.02		0.001		0.061		0.057			1.46	0.09	4.35	1.85		5.81																																																																	
10/7/2021 8:41	9	20211007-09									<	0.02		0.002		0.059		0.058			0.36	0.13	4.21	1.87		4.57																																																																	
10/7/2021 8:44	ORI	11313325		1.9		1.6		0.5		0.6	<	0.02		0.004		0.080		0.069		0.30	0.71	0.29	5.71	2.23	21.42	6.43		2.7		0.263		2.9		0.080		0.0585		0.0123	E	0.0059	E	0.0040		0.0176		0.0175		0.0172		0.0116		0.7632		0.2472		0.3850		0.1580		0.3882		0.2727		0.1854		1.475		0.8460																		252	5066.76	1687.42	252	5066.76	1687.42
10/7/2021 8:58	10	20211007-10										0.03		0.004		0.084		0.067			2.17	0.26	6.00	2.15		8.17																																																																	
10/7/2021 9:03	11	20211007-11										0.03		0.003		0.106		0.069			2.08	0.22	7.57	2.24		9.65																																																																	
10/7/2021 9:11	12	20211007-12										0.03		0.003		0.110		0.075			1.90	0.20	7.85	2.43		9.75																																																																	
10/7/2021 9:14	ORCC	11313250		2.4		1.7		0.8		0.7		0.02		0.007		0.100		0.074		0.35	1.43	0.50	7.14	2.39	24.99	8.57		2.9		0.306		3.1		0.090		0.0659		0.0143		0.0071	E	0.0048		0.0170		0.0172		0.0167		0.0115		0.8896		0.0824		0.4440		0.1810		0.4482		0.3052		0.1959		1.510		0.8787																		344	6916.53	1854.20	344	6916.53	1854.20
10/7/2021 9:28	13	20211007-13										0.03		0.002		0.104		0.069			1.96	0.16	7.42	2.23		9.38																																																																	
10/7/2021 9:32	14	20211007-14									<	0.02		0.002		0.106		0.075			0.36	0.13	7.57	2.42		7.93																																																																	
10/7/2021 9:39	MRB	11312674		2.0		1.4		0.4		0.6	<	0.02		0.002		0.110		0.075		0.34	0.71	0.14	7.85	2.42	24.27	8.57		3.0		0.318		3.1		0.092		0.0677		0.0146		0.0072	E	0.0049		0.0169		0.0171		0.0169		0.0118		0.9321		0.1338		0.4660		0.1875		0.4565		0.3152		0.2027		1.538		0.8788																		178	3578.90	1191.91	178	3578.90	1191.91
10/7/2021 9:52	15	20211007-15									<	0.02		0.002		0.126		0.079			0.36	0.14	9.00	2.54		9.36																																																																	
10/7/2021 9:57	16	20211007-16										0.02		0.002		0.125		0.079			1.59	0.14	8.92	2.53		10.51																																																																	
10/7/2021 10:02	17	20211007-17										0.02		0.002		0.139		0.077			1.46	0.15	9.92	2.50		11.38																																																																	
10/7/2021 10:07	18	20211007-18									<	0.02		0.002		0.143		0.076			0.36	0.14	10.21	2.45		10.57																																																																	
10/7/2021 10:13	MRH	11312685		1.7		0.8		0.2		0.2	<	0.02		0.002		0.100		0.070		0.30	0.71	0.14	7.14	2.26	21.42	7.85		2.5		0.232		2.9		0.074		0.0540		0.0118	E	0.0060	E	0.0041		0.0173		0.0170		0.0166		0.0108		0.6969		0.2688		0.3380		0.1387		0.3499		0.2425		0.1775		1.489		0.8277						8	160.85	673.76										194	3900.60	1299.05	202	4061.45	1972.81
10/7/2021 10:34	19	20211007-19									<	0.02		0.002		0.091		0.063			0.36	0.13	6.50	2.03		6.86																																																																	
10/7/2021 10:39	20	20211007-20									<	0.02		0.002		0.095		0.064			0.36	0.11	6.78	2.08		7.14																																																																	
10/7/2021 10:44	21	20211007-21									<	0.02		0.002		0.098		0.060			0.36	0.13	7.00	1.92		7.36																																																																	
10/7/2021 10:48	22	20211007-22										0.02		0.002		0.099		0.056			1.44	0.13	7.07	1.82		8.51																																																																	
10/7/2021 10:57	23	20211007-23									<	0.02		0.001		0.158		0.031			0.36	0.10	11.28	1.01		11.64																																																																	
10/7/2021 11:28	GAM	380749121344701		0.7		0.5		0.3		0.1	<	0.02		0.001		0.160		0.032		0.28	0.71	0.07	11.42	1.03	19.99	12.14		1.3		0.078		2.2		0.028		0.0205	E	0.0044	E	0.0025	E	0.0020		0.0186		0.0176		0.0146		0.0060		0.1923		0.0537		0.1090		0.0446		0.1148		0.1131		0.0825		1.547	<	0.7753																		242	4865.70	1620.46	242	4865.70	1620.46
10/7/2021 11:57	24	20211007-24									<	0.02	<	0.001		0.168		0.032			0.36	0.04	11.99	1.02		12.35																																																																	
10/7/2021 12:12	25	20211007-25									<	0.02	<	0.001		0.161		0.031			0.36	0.04	11.49	0.99		11.85																																																																	
10/7/2021 12:19	26	20211007-26									<	0.02	<	0.001		0.165		0.031			0.36	0.04	11.78	0.99		12.14																																																																	
10/7/2021 12:24	27	20211007-27									<	0.02	<	0.001		0.115		0.031			0.36	0.04	8.21	1.01		8.57																																																																	
10/7/2021 12:30	28	20211007-28									<	0.02	<	0.001		0.100		0.031			0.36	0.04	7.14	1.01		7.50																																																																	
10/7/2021 13:14	WGA	11447890		1.0		0.5		0.4		0.2			<	0.001		0.120		0.032		0.23		0.04	8.57	1.03	16.42			1.3		0.080		2.1		0.028		0.0202	E	0.0043	E	0.0024	E	0.0020		0.0189		0.0173		0.0153		0.0062		0.1893		0.2014		0.1080		0.0458		0.1157		0.0881		0.0909		1.621		0.7116																		224	4503.79	1499.93	224	4503.79	1499.93
10/7/2021 13:29	29	20211007-29									<	0.02	<	0.001		0.224		0.034			0.36	0.04	15.99	1.09		16.35																																																																	
10/7/2021 13:33	30	20211007-30									<	0.02	<	0.001		0.276		0.032			0.36	0.04	19.70	1.02		20.06																																																																	
10/7/2021 13:40	31	20211007-31									<	0.02	<	0.001		0.271		0.030			0.36	0.04	19.35	0.96		19.71																																																																	
10/7/2021 13:50	32	20211007-32									<	0.02	<	0.001		0.230		0.030			0.36	0.04	16.42	0.96		16.78																																																																	
10/7/2021 13:56	HOOD	382205121311300		0.8		0.4		0.3		0.1	<	0.02	<	0.001		0.240		0.031		0.37	0.71	0.04	17.13	1.00	26.41	17.85		1.3		0.078		2.1		0.027		0.0199	E	0.0041	E	0.0022	E	0.0018		0.0196		0.0175		0.0157		0.0062		0.1990		0.3530		0.1060		0.0461		0.1094		0.0970		0.1158		1.574		0.6368																		202	4061.45	1352.62	202	4061.45	1352.62
10/7/2021 14:15	33	20211007-33									<	0.02	<	0.001		0.155		0.030			0.36	0.04	11.07	0.97		11.43																																																																	
10/7/2021 14:24	34	20211007-34									<	0.02	<	0.001		0.202		0.029			0.36	0.04	14.42	0.94		14.78																																																																	
10/7/2021 14:29	35	20211007-35									<	0.02	<	0.001		0.158		0.029			0.36	0.04	11.28	0.94		11.64																																																																	
10/7/2021 14:38	FPT	11447650		0.8		0.5		0.3		0.2	<	0.02	<	0.001		0.050		0.031		0.14	0.71	0.04	3.57	1.00	9.99	4.28		1.3		0.075		2.0		0.027		0.0197	E	0.0043	E	0.0023	E	0.0020		0.0188		0.0178		0.0148		0.0056		0.1816		0.0189		0.1030		0.0445		0.1082		0.0893		0.0738		1.510		0.7800																		306	6152.50	2049.01	306	6152.50	2049.01
10/7/2021 14:59	36	20211007-36									<	0.02	<	0.001		0.018		0.030			0.36	0.04	1.29	0.95		1.65																																																																	
10/7/2021 15:04	37	20211007-37									<	0.02	<	0.001		0.018		0.028			0.36	0.04	1.29	0.91		1.65																																																																	
10/7/2021 15:14	38	20211007-38									<	0.02	<	0.001		0.015		0.029			0.36	0.04	1.07	0.93		1.43																																																																	
10/7/2021 15:24	39	20211007-39									<	0.02	<	0.001		0.020		0.028			0.36	0.04	1.43	0.91		1.79																																																																	
10/7/2021 15:38	40	20211007-40									<	0.02	<	0.001		0.018		0.028			0.36	0.04	1.29	0.90		1.65																																																																	
10/7/2021 15:42	41	20211007-41									<	0.02	<	0.001		0.021		0.027			0.36	0.04	1.50	0.87		1.86																																																																	
