CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	H2O Delta 18O (per mil) (Picarro) SA	H2O Delta 2H (per mil) (Picarro) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	Orthophosphate (uM) SA
A4824	38.04239	-121.41764	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	0.50	0.25	27.91	362.05	7.71	7.25	92.60	3.15	6.39	54.84	12.71	56.15	27.94	392.9	0.18	10.62	4.76	3.74	0.00	19.13	55.47	24.87	19.60	0.00	-10.82	-77.63	0.75	3.96	26.10	26.84	1.89
A4832	38.04273	-121.40484	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	0.52	0.25	28.07	381.84	7.83	7.65	97.98	3.09	6.95	56.70	13.55	58.34	28.08	414.8	0.19	12.38	4.92	4.04	0.00	21.33	57.82	23.38	18.79	0.00	-10.82	-77.63	0.77	4.06	26.98	28.29	1.82
A3693	38.04024	-121.49529	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	4.05	0.31	25.94	343.12	7.72	7.28	89.65	3.24	2.13	39.62	4.73	40.35	25.95	361.2	0.17	2.72	3.06	1.39	0.00	7.17	37.42	43.13	19.43	0.00	-10.82	-77.62	4.36	3.09	18.95	23.29	1.90
A4766	38.04260	-121.47838	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	2.46	0.27	26.79	298.00	7.53	6.83	85.63	3.02	3.55	55.75	7.58	54.77	26.83	318.9	0.15	5.65	2.89	2.20	0.00	10.77	51.84	27.35	20.51	0.00	-10.82	-77.63	3.02	4.01	26.53	25.31	2.68
A4430	38.04288	-121.57386	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.33	0.23	25.57	466.84	8.00	8.01	98.05	4.64	2.09	27.25	4.55	27.52	25.60	484.8	0.23	2.44	7.31	1.42	0.00	11.14	22.18	65.16	13.03	0.00	-10.77	-77.44	1.60	2.38	13.14	14.65	1.80
A4815	38.04189	-121.42686	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	0.52	0.25	27.89	351.37	7.70	7.32	93.44	2.66	7.34	55.70	14.45	55.22	27.91	380.1	0.17	11.11	4.77	5.07	0.00	20.90	53.11	22.87	24.26	0.00	-10.82	-77.64	0.77	4.00	26.51	27.28	2.54
A4821	38.04379	-121.42016	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	0.48	0.25	27.91	354.74	7.68	7.17	91.51	3.10	6.34	54.14	12.63	55.54	27.94	385.2	0.18	10.51	4.65	3.68	0.00	18.89	55.76	24.56	19.46	0.00	-10.82	-77.64	0.73	3.92	25.77	26.52	1.92
A4428	38.04419	-121.57704	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.38	0.27	25.56	460.88	8.02	8.04	98.42	4.60	2.10	27.09	4.52	27.27	25.59	478.4	0.23	2.39	6.92	1.45	0.00	10.74	22.35	64.24	13.63	0.00	-10.77	-77.43	1.69	2.37	13.06	14.68	1.79
A4794	38.04395	-121.44748	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	0.56	0.25	27.53	288.94	7.63	6.94	88.05	2.57	5.30	51.08	10.46	51.16	27.55	310.8	0.14	8.42	3.53	3.26	0.00	15.21	55.57	23.39	21.08	0.00	-10.82	-77.64	0.81	3.74	24.34	25.15	3.17
A3688	38.04241	-121.50366	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	3.88	0.35	25.88	366.57	7.69	7.43	91.49	3.54	2.05	37.17	4.41	37.01	25.89	383.6	0.18	2.33	3.14	1.37	0.00	6.86	33.79	45.96	19.82	0.00	-10.82	-77.61	4.23	2.95	17.80	22.03	1.80
A4768	38.04492	-121.47561	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	2.16	0.25	26.82	282.95	7.55	6.81	85.34	2.80	3.73	53.58	7.78	52.52	26.86	302.5	0.14	6.07	2.92	2.13	0.00	11.16	53.81	26.67	19.24	0.00	-10.82	-77.63	2.48	3.88	25.51	25.85	2.71
A3686	38.04662	-121.50400	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	3.94	0.47	25.90	354.27	7.72	7.46	91.82	3.36	2.00	37.59	4.40	37.21	25.91	372.6	0.18	2.38	3.12	1.33	0.00	6.84	34.93	45.66	19.31	0.00	-10.82	-77.61	4.35	2.97	18.00	22.28	1.78
A4771	38.04690	-121.47119	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	1.71	0.25	26.90	270.64	7.56	6.87	86.18	2.53	4.05	51.38	8.11	50.21	26.94	289.2	0.13	6.74	3.01	2.13	0.00	11.94	56.01	25.58	17.98	0.00	-10.82	-77.64	1.95	3.76	24.48	26.03	2.73
A4792	38.04650	-121.44960	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	0.66	0.25	27.45	280.03	7.61	6.94	87.80	2.55	4.91	50.15	9.76	50.59	27.47	301.0	0.14	8.02	3.43	2.90	0.00	14.35	56.01	23.99	20.07	0.00	-10.82	-77.64	0.91	3.69	23.90	24.81	3.10
A4381	38.04803	-121.49893	Central Delta Tidal Transition Zone	Little Connection Slough	Jul-2022	5.22	0.91	25.92	279.58	7.51	7.38	90.81	3.66	2.00	38.97	4.23	38.69	25.95	299.1	0.14	2.44	2.58	1.10	0.00	6.11	39.86	42.34	17.97	0.00	-10.82	-77.62	5.99	3.05	18.64	24.46	1.74
A4403	38.04828	-121.58200	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.42	0.26	25.50	454.69	8.04	8.08	98.77	4.32	1.99	27.48	4.37	27.10	25.53	470.3	0.22	2.20	6.36	1.39	0.00	9.96	21.99	64.02	13.83	0.00	-10.76	-77.41	1.73	2.40	13.24	14.95	1.79
A4783	38.04963	-121.45587	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	0.70	0.25	27.31	271.24	7.60	7.04	88.87	2.36	4.61	50.40	9.09	49.80	27.34	291.0	0.13	7.69	3.23	2.54	0.00	13.47	56.99	24.11	18.88	0.00	-10.83	-77.64	0.95	3.70	24.02	24.95	2.95
A4773	38.04882	-121.46855	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	1.45	0.25	26.98	265.45	7.57	6.92	86.90	2.50	4.25	51.12	8.41	49.99	27.01	283.6	0.13	7.17	3.07	2.18	0.00	12.46	57.29	24.79	17.57	0.00	-10.83	-77.64	1.70	3.74	24.36	25.98	2.72
A3684	38.04940	-121.50516	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	3.46	0.34	25.94	354.90	7.79	7.53	92.76	2.70	2.05	37.26	4.56	36.77	25.96	372.8	0.18	2.50	3.25	1.48	0.00	7.23	34.71	44.89	20.44	0.00	-10.82	-77.61	3.77	2.95	17.84	21.58	1.78
A4379	38.05045	-121.49785	Central Delta Tidal Transition Zone	Little Connection Slough	Jul-2022	5.43	1.02	26.01	227.48	7.43	7.33	90.31	2.87	2.07	39.89	4.36	39.58	26.04	241.2	0.11	2.72	2.36	1.10	0.00	6.17	43.76	38.52	17.89	0.00	-10.82	-77.62	6.34	3.10	19.08	25.24	1.71
A4401	38.05113	-121.58135	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.56	0.25	25.46	451.86	8.03	8.07	98.61	4.22	1.93	27.48	4.22	27.02	25.49	467.6	0.22	2.09	6.18	1.28	0.00	9.57	21.75	64.83	13.23	0.00	-10.76	-77.41	1.81	2.40	13.25	15.06	1.80
A4957	38.05216	-121.53450	Central Delta Tidal Transition Zone	Mandeville Reach	Jul-2022	3.21	0.25	25.31	365.35	8.07	7.77	94.59	3.45	1.46	29.74	3.52	29.63	25.31	377.1	0.18	1.56	4.14	1.16	0.00	6.88	22.76	60.08	16.87	0.00	-10.81	-77.55	3.46	2.53	14.31	17.76	1.62
A3682	38.05177	-121.50737	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	3.31	0.40	25.96	339.61	7.79	7.59	93.51	2.64	1.99	36.46	4.53	35.88	25.98	356.2	0.17	2.49	3.22	1.49	0.00	7.20	34.83	44.47	20.60	0.00	-10.82	-77.61	3.72	2.91	17.47	21.19	1.73
A4377	38.05275	-121.49916	Central Delta Tidal Transition Zone	Little Connection Slough	Jul-2022	5.36	1.07	26.04	207.91	7.45	7.36	90.76	2.72	2.05	38.54	4.32	38.07	26.06	219.3	0.10	2.70	2.30	1.14	0.00	6.14	43.98	37.52	18.60	0.00	-10.82	-77.62	6.32	3.03	18.44	24.61	1.62
A4776	38.05184	-121.46430	Central Delta Tidal Transition Zone	Disappointment Slough	Jul-2022	1.35	0.25	27.10	263.62	7.58	6.99	87.88	2.43	4.43	51.00	8.85	49.80	27.13	281.7	0.13	7.61	3.18	2.37	0.00	13.18	57.73	24.17	17.97	0.00	-10.83	-77.64	1.60	3.74	24.30	25.91	2.70
A3680	38.05302	-121.51049	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.90	0.25	25.85	366.92	7.85	7.58	93.29	2.61	1.85	36.01	4.38	35.43	25.87	383.4	0.18	2.33	3.38	1.41	0.00	7.12	32.73	47.50	19.69	0.00	-10.82	-77.60	3.15	2.88	17.26	20.41	1.75
A4399	38.05401	-121.58147	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.53	0.25	25.42	451.74	8.02	8.11	98.90	4.23	1.83	27.70	4.00	27.04	25.46	467.7	0.22	2.01	6.15	1.14	0.00	9.31	21.41	66.30	12.12	0.00	-10.76	-77.40	1.76	2.41	13.35	15.13	1.80
A3676	38.05364	-121.51725	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.88	0.23	25.81	369.08	7.88	7.59	93.40	2.69	1.85	35.30	4.29	34.82	25.83	385.3	0.18	2.29	3.37	1.40	0.00	7.06	32.43	47.77	19.83	0.00	-10.81	-77.59	3.10	2.84	16.92	20.04	1.68
A3674	38.05438	-121.52058	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.88	0.25	25.86	363.45	7.88	7.64	94.07	2.71	1.93	35.27	4.44	34.73	25.88	379.3	0.18	2.37	3.36	1.51	0.00	7.26	32.72	46.30	20.81	0.00	-10.81	-77.58	3.14	2.84	16.91	20.03	1.62
A3678	38.05399	-121.51398	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.96	0.29	25.82	360.24	7.84	7.56	93.02	2.71	1.81	35.59	4.24	35.03	25.84	376.1	0.18	2.28	3.30	1.30	0.00	6.90	33.01	47.79	18.79	0.00	-10.82	-77.59	3.26	2.86	17.06	20.32	1.70
A3672	38.05219	-121.52466	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.93	0.24	25.80	362.43	7.88	7.64	93.98	2.77	1.86	35.33	4.38	34.75	25.81	377.9	0.18	2.29	3.40	1.45	0.00	7.16	32.02	47.46	20.23	0.00	-10.81	-77.57	3.17	2.84	16.93	20.11	1.60
A3670	38.04998	-121.52865	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.92	0.24	25.69	361.14	7.90	7.62	93.54	2.91	1.75	34.76	4.16	34.18	25.71	375.8	0.18	2.17	3.48	1.30	0.00	6.97	31.03	49.88	18.62	0.00	-10.81	-77.56	3.16	2.81	16.67	19.83	1.60
A4375	38.05535	-121.50065	Central Delta Tidal Transition Zone	Little Connection Slough	Jul-2022	5.15	1.12	26.08	205.91	7.49	7.38	91.12	2.99	2.02	37.22	4.36	36.73	26.10	215.9	0.10	2.73	2.36	1.21	0.00	6.31	43.60	37.17	19.18	0.00	-10.82	-77.61	6.25	2.95	17.82	24.04	1.56
A4397	38.05686	-121.58210	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.46	0.25	25.42	452.32	8.01	8.12	98.93	4.31	1.82	27.74	3.96	27.03	25.45	468.5	0.22	2.01	6.22	1.12	0.00	9.37	21.29	66.64	11.80	0.00	-10.76	-77.39	1.70	2.41	13.37	15.08	1.81
A4373	38.05822	-121.50132	Central Delta Tidal Transition Zone	Little Connection Slough	Jul-2022	5.63	1.50	26.14	169.30	7.44	7.30	90.21	4.00	2.00	36.86	4.37	36.54	26.16	175.8	0.08	2.80	2.17	1.21	0.00	6.18	45.23	35.06	19.52	0.00	-10.82	-77.61	7.14	2.93	17.65	24.79	1.46
A3660	38.05709	-121.53785	Central Delta Tidal Transition Zone	Middle River	Jul-2022	3.06	0.25	25.29	367.64	8.06	7.84	95.45	3.55	1.49	28.83	3.54	28.63	25.30	379.8	0.18	1.60	4.29	1.20	0.00	7.10	22.48	60.49	16.88	0.00	-10.80	-77.54	3.30	2.47	13.88	17.21	1.66
A3659	38.05749	-121.53938	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.93	0.25	25.27	368.46	8.06	7.87	95.75	3.66	1.47	28.33	3.51	28.06	25.29	380.8	0.18	1.62	4.30	1.16	0.00	7.08	22.78	60.81	16.35	0.00	-10.80	-77.53	3.18	2.44	13.65	16.82	1.68
A3651	38.05864	-121.55374	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	3.86	0.25	24.89	346.71	8.13	7.69	93.00	4.30	1.15	23.01	2.93	24.36	24.88	355.4	0.17	1.15	3.93	1.00	0.00	6.08	18.85	64.60	16.34	0.00	-10.79	-77.48	4.11	2.14	11.14	15.17	1.66
A4371	38.06103	-121.50030	Central Delta Tidal Transition Zone	Little Connection Slough	Jul-2022	5.70	1.61	26.16	162.79	7.45	7.27	89.93	4.27	2.02	36.65	4.34	36.41	26.17	170.2	0.08	2.77	2.14	1.19	0.00	6.12	45.31	34.96	19.47	0.00	-10.82	-77.61	7.32	2.92	17.55	24.88	1.43
A3511	38.05884	-121.68329	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	4.46	0.25	23.68	1059.82	8.14	8.12	96.13	6.98	1.47	21.60	3.19	22.88	23.67	1060.0	0.54	1.08	2.66	1.51	0.00	5.24	20.62	49.65	28.76	0.00	-10.69	-77.28	4.71	2.06	10.48	15.19	1.83
A3648	38.06123	-121.55806	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	3.60	0.25	24.90	354.35	8.11	7.75	93.72	4.44	1.21	23.46	2.99	24.52	24.90	363.0	0.18	1.20	4.02	0.99	0.00	6.23	19.25	64.43	15.93	0.00	-10.78	-77.46	3.82	2.17	11.35	15.17	1.56
A3653	38.05935	-121.54981	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	3.22	0.25	25.03	354.22	8.09	7.73	93.67	4.07	1.29	25.02	3.11	25.64	25.04	364.1	0.18	1.34	3.97	0.99	0.00	6.32	21.06	62.87	15.67	0.00	-10.79	-77.50	3.49	2.26	12.09	15.52	1.73
A3508	38.06174	-121.68068	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	4.48	0.25	23.66	1045.97	8.14	8.16	96.58	7.06	1.42	21.71	3.20	22.77	23.65	1043.8	0.53	1.10	2.78	1.53	0.00	5.44	20.18	50.86	28.10	0.00	-10.69	-77.27	4.73	2.07	10.53	15.27	1.81
A4369	38.06372	-121.49952	Central Delta Tidal Transition Zone	Little Connection Slough	Jul-2022	5.57	1.71	26.17	154.00	7.47	7.40	91.58	3.43	2.01	35.75	4.09	35.29	26.19	161.7	0.08	2.60	2.09	1.09	0.00	5.78	44.85	36.25	18.77	0.00	-10.82	-77.61	7.27	2.87	17.13	24.38	1.39
A3655	38.06013	-121.54619	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.68	0.25	25.22	363.81	8.03	7.82	95.11	3.80	1.50	27.24	3.41	27.00	25.25	376.3	0.18	1.66	4.05	1.07	0.00	6.78	24.53	59.73	15.76	0.00	-10.79	-77.50	2.93	2.38	13.14	16.07	1.78
A4392	38.06367	-121.58012	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.50	0.25	25.40	451.26	8.10	8.21	99.95	4.78	1.80	27.29	3.84	26.71	25.44	468.3	0.22	2.05	7.47	0.94	0.00	10.56	19.83	69.87	9.40	0.00	-10.75	-77.38	1.77	2.39	13.16	14.94	1.76
A3506	38.06452	-121.67975	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	4.54	0.25	23.64	1033.56	8.13	8.18	96.76	7.23	1.40	21.74	3.23	22.69	23.63	1031.0	0.52	1.13	2.88	1.56	0.00	5.62	20.08	51.98	27.89	0.00	-10.69	-77.26	4.78	2.07	10.55	15.33	1.80
A3646	38.06438	-121.55644	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.90	0.25	24.93	368.13	8.07	7.81	94.52	4.65	1.29	24.67	3.00	24.92	24.95	377.4	0.18	1.32	4.14	0.91	0.00	6.37	20.75	64.97	14.32	0.00	-10.78	-77.45	3.16	2.24	11.93	15.06	1.63
A3668	38.05900	-121.53076	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.76	0.25	25.63	358.75	7.96	7.67	94.00	2.98	1.77	33.48	4.10	33.00	25.66	372.9	0.18	2.10	3.74	1.38	0.00	7.19	29.10	52.12	19.14	0.00	-10.81	-77.55	3.15	2.74	16.07	18.88	1.62
A4367	38.06645	-121.50061	Central Delta Tidal Transition Zone	Little Connection Slough	Jul-2022	5.40	1.58	26.22	156.02	7.50	7.54	93.28	2.73	1.91	34.30	3.89	33.68	26.24	164.8	0.08	2.46	2.05	1.05	0.00	5.57	44.03	36.87	18.86	0.00	-10.82	-77.60	6.97	2.79	16.45	23.43	1.38
A4390	38.06656	-121.57970	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.57	0.25	25.46	469.11	8.50	8.73	106.61	5.17	1.82	26.92	3.89	26.51	25.51	491.0	0.24	2.26	12.95	0.54	0.00	15.99	15.56	78.35	4.72	0.00	-10.75	-77.36	1.90	2.36	12.98	14.87	1.72
A3504	38.06736	-121.67932	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	4.59	0.25	23.63	1023.82	8.13	8.17	96.64	7.43	1.44	21.68	3.26	22.59	23.62	1021.5	0.52	1.19	2.88	1.58	0.00	5.69	20.90	51.29	27.77	0.00	-10.68	-77.25	4.83	2.07	10.52	15.36	1.79
A3666	38.06226	-121.53381	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.54	0.26	25.69	358.97	7.94	7.71	94.52	3.02	1.95	33.55	4.35	32.92	25.73	374.2	0.18	2.37	3.83	1.47	0.00	7.67	30.89	49.99	19.17	0.00	-10.80	-77.54	3.04	2.74	16.10	18.54	1.67
A4365	38.06915	-121.50183	Central Delta Tidal Transition Zone	Little Connection Slough	Jul-2022	5.27	1.52	26.18	153.07	7.49	7.59	93.88	2.27	1.81	33.70	3.74	32.96	26.20	161.9	0.08	2.33	2.03	1.00	0.00	5.39	43.23	37.74	18.57	0.00	-10.82	-77.60	6.77	2.75	16.17	22.95	1.38
A3644	38.06776	-121.55664	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.78	0.25	24.98	371.26	8.04	7.85	95.05	4.52	1.31	24.98	3.09	24.96	25.01	382.1	0.18	1.42	4.08	0.96	0.00	6.46	21.98	63.30	14.80	0.00	-10.77	-77.43	3.03	2.25	12.07	15.10	1.72
A3502	38.07025	-121.67951	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	4.61	0.25	23.61	1007.35	8.12	8.15	96.42	7.97	1.49	21.50	3.29	22.40	23.61	1004.7	0.51	1.29	2.86	1.57	0.00	5.74	22.40	50.29	27.30	0.00	-10.67	-77.23	4.86	2.06	10.44	15.30	1.77
A4388	38.06972	-121.57987	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.59	0.25	25.51	486.76	8.83	9.20	112.58	5.49	1.87	26.49	3.93	26.31	25.55	507.4	0.24	2.42	16.81	0.26	0.00	19.63	12.82	84.60	1.91	0.00	-10.75	-77.34	2.14	2.34	12.78	14.78	1.62
A4386	38.07122	-121.57657	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.62	0.25	25.51	481.15	8.81	9.10	111.22	5.76	1.84	26.24	3.91	26.38	25.55	501.7	0.24	2.42	15.86	0.30	0.00	18.69	13.27	84.20	1.91	0.00	-10.75	-77.35	2.24	2.33	12.66	14.78	1.45
A4215	38.07210	-121.50212	Central Delta Tidal Transition Zone	Little Potato Slough	Jul-2022	5.07	1.42	26.01	147.27	7.47	7.53	92.81	2.31	1.67	33.21	3.61	32.57	26.05	155.7	0.08	2.20	2.02	0.92	0.00	5.17	42.45	39.08	17.79	0.00	-10.82	-77.59	6.48	2.72	15.94	22.43	1.36
A3642	38.07035	-121.55824	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.85	0.25	25.03	364.75	8.03	7.87	95.43	4.38	1.34	25.12	3.23	25.07	25.05	376.4	0.18	1.46	3.99	1.04	0.00	6.52	22.41	61.30	15.96	0.00	-10.77	-77.42	3.10	2.26	12.14	15.24	1.58
A4384	38.07176	-121.57278	Central Delta Tidal Transition Zone	Old River	Jul-2022	1.88	0.25	25.39	453.72	8.62	8.74	106.60	5.81	1.70	25.58	3.73	26.10	25.43	469.9	0.23	2.15	12.07	0.50	0.00	14.76	15.21	79.62	4.89	0.00	-10.75	-77.35	2.56	2.29	12.35	14.73	0.88
A4217	38.07278	-121.50500	Central Delta Tidal Transition Zone	Little Potato Slough	Jul-2022	5.08	1.25	25.99	150.67	7.47	7.53	92.76	2.40	1.62	32.83	3.59	32.25	26.02	159.0	0.08	2.18	2.03	0.92	0.00	5.17	42.20	39.29	17.67	0.00	-10.81	-77.58	6.35	2.70	15.76	22.14	1.36
A3500	38.07312	-121.67983	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	4.60	0.25	23.63	997.85	8.11	8.15	96.38	8.19	1.51	21.43	3.30	22.35	23.62	995.1	0.51	1.31	2.84	1.54	0.00	5.73	22.84	50.14	26.95	0.00	-10.67	-77.23	4.85	2.05	10.40	15.25	1.76
A3640	38.07165	-121.56176	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.81	0.25	25.06	362.84	8.05	7.90	95.80	4.38	1.37	25.30	3.29	25.22	25.08	374.4	0.18	1.48	4.14	1.05	0.00	6.69	22.37	61.22	15.99	0.00	-10.77	-77.41	3.08	2.27	12.22	15.30	1.42
A4213	38.07507	-121.50184	Central Delta Tidal Transition Zone	Little Potato Slough	Jul-2022	5.02	1.37	25.94	144.76	7.46	7.51	92.48	2.39	1.64	33.12	3.56	32.52	25.97	152.6	0.07	2.15	1.99	0.87	0.00	5.06	42.52	39.48	17.29	0.00	-10.82	-77.59	6.40	2.72	15.90	22.30	1.36
A3638	38.07298	-121.56503	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.81	0.25	25.06	357.58	8.06	7.94	96.27	4.60	1.34	25.19	3.30	25.14	25.07	367.9	0.18	1.42	4.32	1.02	0.00	6.79	21.32	62.40	15.80	0.00	-10.76	-77.38	3.08	2.27	12.17	15.25	0.89
A3498	38.07600	-121.68006	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	4.63	0.25	23.68	974.43	8.12	8.15	96.41	8.24	1.54	21.41	3.29	22.36	23.67	971.9	0.49	1.29	2.87	1.53	0.00	5.74	22.45	50.77	26.65	0.00	-10.66	-77.21	4.88	2.05	10.39	15.27	1.75
A3636	38.07450	-121.56837	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.51	0.25	25.11	389.08	8.21	8.14	98.84	5.18	1.39	25.00	3.36	25.25	25.13	399.9	0.19	1.55	6.41	0.85	0.00	8.85	18.67	68.65	12.28	0.00	-10.75	-77.36	2.88	2.25	12.08	14.88	0.47
A4211	38.07783	-121.50119	Central Delta Tidal Transition Zone	Little Potato Slough	Jul-2022	4.96	1.09	25.87	141.86	7.46	7.54	92.73	2.55	1.63	33.05	3.53	32.48	25.90	149.0	0.07	2.06	1.92	0.85	0.00	4.86	42.24	39.69	17.60	0.00	-10.82	-77.58	6.06	2.71	15.87	21.94	1.34
A3634	38.07717	-121.57021	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.72	0.25	25.01	375.71	8.10	7.97	96.57	5.14	1.30	24.70	3.25	24.93	25.03	384.9	0.19	1.39	4.96	0.95	0.00	7.32	19.46	66.05	14.26	0.00	-10.75	-77.35	3.00	2.24	11.94	14.92	0.33
A3496	38.07872	-121.68060	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	4.69	0.25	23.72	957.59	8.11	8.13	96.27	7.96	1.54	21.43	3.29	22.36	23.71	956.5	0.48	1.30	2.88	1.54	0.00	5.74	22.68	49.94	26.85	0.00	-10.66	-77.20	4.94	2.05	10.40	15.34	1.73
A3632	38.07885	-121.57396	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.64	0.25	24.99	400.37	8.15	8.03	97.32	5.20	1.34	24.38	3.31	24.69	25.01	409.4	0.20	1.49	5.70	0.98	0.00	8.17	18.97	67.26	13.79	0.00	-10.74	-77.32	2.97	2.22	11.79	14.72	0.52
A4209	38.08035	-121.50020	Central Delta Tidal Transition Zone	Little Potato Slough	Jul-2022	4.84	0.99	25.85	140.81	7.47	7.55	92.81	2.69	1.70	33.18	3.61	32.63	25.88	147.7	0.07	2.04	1.89	0.91	0.00	4.85	41.77	39.25	18.66	0.00	-10.82	-77.59	5.84	2.72	15.92	21.81	1.33
A3630	38.08194	-121.57365	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.85	0.25	24.91	386.28	8.03	7.87	95.23	5.14	1.31	24.12	3.29	24.25	24.92	394.5	0.19	1.40	4.06	1.16	0.00	6.62	20.84	61.90	17.20	0.00	-10.73	-77.29	3.09	2.21	11.67	14.76	0.65
A4207	38.08266	-121.50191	Central Delta Tidal Transition Zone	Little Potato Slough	Jul-2022	4.87	0.66	25.81	140.09	7.47	7.64	93.91	2.74	1.65	33.17	3.60	32.64	25.84	146.8	0.07	2.00	1.89	0.89	0.00	4.80	41.61	39.54	18.56	0.00	-10.81	-77.58	5.54	2.72	15.92	21.47	1.31
A3492	38.08390	-121.67991	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	4.59	0.25	23.85	898.22	8.07	8.08	95.88	7.13	1.50	21.69	3.31	22.48	23.84	901.4	0.45	1.32	2.81	1.50	0.00	5.64	23.44	50.13	26.63	0.00	-10.64	-77.16	4.83	2.07	10.52	15.35	1.73
A3628	38.08461	-121.57443	Central Delta Tidal Transition Zone	San Joaquin River	Jul-2022	2.65	0.25	24.96	400.12	8.07	7.96	96.34	4.97	1.38	24.22	3.38	24.24	24.98	409.7	0.20	1.51	4.29	1.20	0.00	6.99	22.02	60.41	17.72	0.00	-10.73	-77.27	2.91	2.21	11.71	14.62	0.93
A4205	38.08540	-121.50362	Central Delta Tidal Transition Zone	Little Potato Slough	Jul-2022	4.92	0.37	25.78	139.70	7.48	7.75	95.18	2.76	1.62	33.22	3.64	32.72	25.81	146.3	0.07	2.02	1.88	0.90	0.00	4.83	41.92	39.06	18.70	0.00	-10.81	-77.57	5.29	2.72	15.94	21.19	1.28
